,Source,Destination,Flow_Path,Total_Measured_Latency_ms,Total_Geo_Latency_ms,Delta_Latency_ms,Representative_Flow_ID,Occurrence_Count,Multiple_Paths
319,DK_TBYHNNAD_PA,UURWMEA110,"DK_TBYHNNAD_PA -> UJEWTOB040 ->(3.5, 1.29)-> UJEWMEA040 -> UURWMEA110",3.5,1.29,0.0,1:2QeNPZA5hE0jBvCedzyN5vddfGY=,2,False
320,DK_TBYHNNAD_PA,UURWMEA120,"DK_TBYHNNAD_PA -> UJEWTOB040 ->(3.5, 1.29)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",4.0,1.29,0.0,1:ic3dFNdsiXmjZOI2k/W8vN2HoEw=,2,False
321,DK_TEWKSBRY_MA,UURWMEA110,"DK_TEWKSBRY_MA -> UJEWMEC030 ->(0.5, N/A)-> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 -> UURWMEA110",2.885,0.64,0.0,1:55rgvNwA7gKj0SxcSy+j4kK3Nvg=,2,False
322,DK_TEWKSBRY_MA,UURWMEA120,"DK_TEWKSBRY_MA -> UJEWMEC030 ->(0.5, N/A)-> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",3.385,0.64,0.0,1:Jn4qwM0aVKXGv0S7fMhy61E7q1I=,3,False
323,DK_TINRAFB_OK,OKCIAPREM1,DK_TINRAFB_OK -> UJEWTIN030 -> OKCIAPREM1,0.0,0.0,0.0,1:XaXMi9mT1v4h+GinYXwGPsytpII=,3,False
324,DK_TINRAFB_OK,UURWMEA110,"DK_TINRAFB_OK -> UJEWTIN030 ->(0.5, N/A)-> UJPWTIN010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 -> UURWMEA110",2.885,0.64,0.0,1:hpE5aWKrQ5vYuwMEge5ipP9YRdE=,2,True
325,DK_TINRAFB_OK,UURWMEA110,"DK_TINRAFB_OK -> UJEWTIN040 ->(0.5, N/A)-> UJEWTIN030 ->(0.5, N/A)-> UJPWTIN010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 -> UURWMEA110",3.385,0.64,0.5,1:N8RUNK+btoP1OtyufGGgRLKIxRQ=,2,True
326,DK_TINRAFB_OK,UURWMEA120,"DK_TINRAFB_OK -> UJEWTIN030 ->(0.5, N/A)-> UJPWTIN010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",3.385,0.64,0.0,1:EC86CCEIz5yUclj6D8NsfkYKqzs=,5,True
327,DK_TINRAFB_OK,UURWMEA120,"DK_TINRAFB_OK -> UJEWTIN040 ->(0.5, N/A)-> UJEWTIN030 ->(0.5, N/A)-> UJPWTIN010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",3.885,0.64,0.5,1:PRdNd/M2j6WchkvVb0mBTOKW8kY=,3,True
328,DK_TITUSVLL_FL,UURWMEA110,"DK_TITUSVLL_FL -> UJEWJKV030 ->(6.5, 3.0)-> UJEWBRA030 ->(0.5, N/A)-> UJPWBRA010 -> [UJP_MESH] -> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 ->(0.5, N/A)-> UJEWMEA040 -> UURWMEA110",8.23,3.18,0.0,1:JVQyjNGqfjZhyOGTqFERMdymnLc=,2,False
329,DK_TITUSVLL_FL,UURWMEA120,"DK_TITUSVLL_FL -> UJEWJKV030 ->(6.5, 3.0)-> UJEWBRA030 ->(0.5, N/A)-> UJPWBRA010 -> [UJP_MESH] -> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 -> UURWMEA120",7.73,3.18,0.0,1:HQ90oLTjrqjNcb3b1VYduWXVIQo=,3,False
330,DK_TULSA_OK,UURWMEA110,"DK_TULSA_OK -> UJEWSNA040 ->(4.5, 3.35)-> UJPWTIN010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 -> UURWMEA110",6.885,3.99,0.0,1:bq81naOYmkAroRqvLeYgiZSCS9Y=,2,False
331,DK_TULSA_OK,UURWMEA120,"DK_TULSA_OK -> UJEWSNA040 ->(4.5, 3.35)-> UJPWTIN010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",7.385,3.99,0.0,1:D9GQfyovV81icBAt9TO4foyPxFg=,3,False
332,DK_UNDTMNDL_Z1,UURWMEA110,"DK_UNDTMNDL_Z1 -> UJEWCHM030 ->(0.5, 0.08)-> UJEWCAR030 ->(1.5, 0.58)-> UJPWBCK010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 -> UURWMEA110",4.385,1.2999999999999998,1.1549999999999998,1:CDklU+bmnl9F/XJS30fXaI2+77g=,1,True
333,DK_UNDTMNDL_Z1,UURWMEA110,"DK_UNDTMNDL_Z1 -> UJEWCHT040 ->(0.5, N/A)-> UJEWCHT030 ->(1.5, 0.78)-> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 ->(0.5, N/A)-> UJEWMEA040 -> UURWMEA110",3.23,0.96,0.0,1:3CFoQ+/HUzFCm123H+RHBYaF31I=,2,True
334,DK_UNDTMNDL_Z1,UURWMEA120,"DK_UNDTMNDL_Z1 -> UJEWCHM030 ->(0.5, 0.08)-> UJEWCAR030 ->(1.5, 0.58)-> UJPWBCK010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",4.885,1.2999999999999998,2.155,1:8XYfeBe+aDyLl/4sjij8pBALRr0=,3,True
335,DK_UNDTMNDL_Z1,UURWMEA120,"DK_UNDTMNDL_Z1 -> UJEWCHT040 ->(0.5, N/A)-> UJEWCHT030 ->(1.5, 0.78)-> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 -> UURWMEA120",2.73,0.96,0.0,1:Gjh9G8U0WojTUNickP9FOtlFlH8=,3,True
336,DK_USACEHRM_PA,UURWMEA110,"DK_USACEHRM_PA -> UJEWPHI030 ->(2.0, 0.82)-> UJEWMEA040 -> UURWMEA110",2.0,0.82,0.0,1:/HPXYZEyIJ/lpWso2m/vM3I//gM=,2,False
337,DK_USACEHRM_PA,UURWMEA120,"DK_USACEHRM_PA -> UJEWPHI030 ->(2.0, 0.82)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",2.5,0.82,0.0,1:56LYNL6vs52cTQ/NPQX0FGVE6ls=,3,False
338,DK_WACO_TX,UURWMEA110,"DK_WACO_TX -> UJEWSNA040 ->(4.5, 3.35)-> UJPWTIN010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 -> UURWMEA110",6.885,3.99,0.0,1:FIb8qCeTHxv/Nn21TW+2yX4Dv6w=,2,False
339,DK_WACO_TX,UURWMEA120,"DK_WACO_TX -> UJEWSNA040 ->(4.5, 3.35)-> UJPWTIN010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",7.385,3.99,0.0,1:VXNQHM8tz3tvlrAnP/L0d5BgNeM=,3,False
340,DK_WAYNE_NJ,UURWMEA110,"DK_WAYNE_NJ -> UJEWMEC030 ->(0.5, N/A)-> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 -> UURWMEA110",2.885,0.64,0.0,1:eQdj84TJYyigXNGQ9ULJcJgEE3Y=,1,False
341,DK_WAYNE_NJ,UURWMEA120,"DK_WAYNE_NJ -> UJEWMEC030 ->(0.5, N/A)-> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",3.385,0.64,0.0,1:AbWAFZzjlf2tYkxzBrqGxnCrJs0=,3,False
342,DK_WESTON_FL,UURWMEA110,"DK_WESTON_FL -> UJEWJKV030 ->(6.5, 3.0)-> UJEWBRA030 ->(0.5, N/A)-> UJPWBRA010 -> [UJP_MESH] -> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 ->(0.5, N/A)-> UJEWMEA040 -> UURWMEA110",8.23,3.18,0.0,1:JwDGPTPCTDzXeZe/JaxOFwPY6RE=,2,False
343,DK_WESTON_FL,UURWMEA120,"DK_WESTON_FL -> UJEWJKV030 ->(6.5, 3.0)-> UJEWBRA030 ->(0.5, N/A)-> UJPWBRA010 -> [UJP_MESH] -> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 -> UURWMEA120",7.73,3.18,0.0,1:DhbgWZwZBZZ3bsy6zV5CtCSw/Ys=,3,False
344,DK_WGHTPAFB_OH,UURWMEA110,"DK_WGHTPAFB_OH -> UJEWWPA030 ->(0.5, N/A)-> UJPWWPA010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 -> UURWMEA110",2.885,0.64,0.0,1:LG/fqecdxRYB3xhiigC36JV4GDI=,2,False
345,DK_WGHTPAFB_OH,UURWMEA120,"DK_WGHTPAFB_OH -> UJEWWPA030 ->(0.5, N/A)-> UJPWWPA010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",3.385,0.64,0.0,1:MaA50U1BQ9j4SmWrSGC70oHXeb0=,3,False
346,DK_WICHITA_KS,UURWMEA110,"DK_WICHITA_KS -> UJEWWPA040 ->(0.5, N/A)-> UJEWWPA030 ->(0.5, N/A)-> UJPWWPA010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 -> UURWMEA110",3.385,0.64,0.0,1:oTAgsK4+1JvdoeE5dqcUuSbir0Y=,2,False
347,DK_WICHITA_KS,UURWMEA120,"DK_WICHITA_KS -> UJEWWPA040 ->(0.5, N/A)-> UJEWWPA030 ->(0.5, N/A)-> UJPWWPA010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",3.885,0.64,0.0,1:H/KUtxPu5UmoAlnh4uqNuOn5rus=,3,False
348,DK_WNDSRLKS_CT,UURWMEA110,"DK_WNDSRLKS_CT -> UJEWPHI030 ->(2.0, 0.82)-> UJEWMEA040 -> UURWMEA110",2.0,0.82,0.0,1:0/P/VmCCGFUUa+ElZZM4c+ykIC0=,2,False
349,DK_WNDSRLKS_CT,UURWMEA120,"DK_WNDSRLKS_CT -> UJEWPHI030 ->(2.0, 0.82)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",2.5,0.82,0.0,1:QVo98KNaU+Dpj9XM9Z/XxeNsBhU=,3,False
350,DK_WOBURN_MA,UURWMEA110,"DK_WOBURN_MA -> UJEWHAN030 ->(5.0, 2.98)-> UJEWMEA040 -> UURWMEA110",5.0,2.98,0.0,1:F3nzAd9rFVn15TSVtzgPRAns7QQ=,2,False
351,DK_WOBURN_MA,UURWMEA120,"DK_WOBURN_MA -> UJEWHAN030 ->(5.0, 2.98)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",5.5,2.98,0.0,1:4sHJyrkvmqKUmpPSWPnWUULosUw=,3,False
352,DK_YORK_PA,UURWMEA110,"DK_YORK_PA -> UJEWPHI030 ->(2.0, 0.82)-> UJEWMEA040 -> UURWMEA110",2.0,0.82,0.0,1:Ac4OFaEqmEBaEOYqwVfpfGPdu/s=,4,False
353,DK_YORK_PA,UURWMEA120,"DK_YORK_PA -> UJEWPHI030 ->(2.0, 0.82)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",2.5,0.82,0.0,1:R8NbNvJrRu57EBNNSYIz2mcZEkA=,6,False
354,DO_NSAMCNCS_PA,UURWMEA110,"DO_NSAMCNCS_PA -> UJEWMEC030 ->(0.5, N/A)-> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 -> UURWMEA110",2.885,0.64,0.0,1:8RbzGmF2hTzBd+j4sx8qK0DKv1Y=,3,False
355,DR_FTBELVOR_VA,UURWMEA110,"DR_FTBELVOR_VA -> UJEWBEL030 ->(0.5, N/A)-> UJPWBEL010 -> [UJP_MESH] -> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 ->(0.5, N/A)-> UJEWMEA040 -> UURWMEA110",1.73,0.18,0.0,1:9ZObIVjln60mDl8uYGWLwr7IFLE=,4,False
356,DR_FTBELVOR_VA,UURWMEA120,"DR_FTBELVOR_VA -> UJEWBEL030 ->(0.5, N/A)-> UJPWBEL010 -> [UJP_MESH] -> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 -> UURWMEA120",1.23,0.18,0.0,1:+AtxMA0F1KjGsiY6KIvjB6EuaUM=,6,False
357,DX_BEASMLSB_GB,UURWMEA110,"DX_BEASMLSB_GB -> UJEEMEN030 ->(2.0, 1.0)-> UJPEETM010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 -> UURWMEA110",4.385,1.6400000000000001,0.0,1:Pwb1YWSMggsmW94pvFDqdJWNaPk=,2,False
358,DX_BEASMLSB_GB,UURWMEA120,"DX_BEASMLSB_GB -> UJEEMEN030 ->(2.0, 1.0)-> UJPEETM010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",4.885,1.6400000000000001,0.0,1:Zds2NoAOevW/dXWTRM1OI/VssBs=,2,False
359,DX_JKSVLNAS_FL,UURWMEA110,"DX_JKSVLNAS_FL -> UJEWJKV030 ->(6.5, 3.0)-> UJEWBRA030 ->(0.5, N/A)-> UJPWBRA010 -> [UJP_MESH] -> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 ->(0.5, N/A)-> UJEWMEA040 -> UURWMEA110",8.23,3.18,0.0,1:D+dijGo6tHFm0MjxDYNPLro6QmQ=,2,False
360,DX_JKSVLNAS_FL,UURWMEA120,"DX_JKSVLNAS_FL -> UJEWJKV030 ->(6.5, 3.0)-> UJEWBRA030 ->(0.5, N/A)-> UJPWBRA010 -> [UJP_MESH] -> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 -> UURWMEA120",7.73,3.18,0.0,1:CXCryJnALglniAf03yKBcOBhiuc=,3,False
361,DX_WYTON_GB,UURWMEA110,"DX_WYTON_GB -> UJEEETM030 ->(0.5, N/A)-> UJPEETM010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 -> UURWMEA110",2.885,0.64,0.0,1:4Ky6EkhFenBd2DM6ZiPpYDsYkBE=,2,False
362,DX_WYTON_GB,UURWMEA120,"DX_WYTON_GB -> UJEEETM030 ->(0.5, N/A)-> UJPEETM010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",3.385,0.64,0.0,1:Ad7167KyhE7c4ljmy2Uw/gW4B4M=,3,False
363,OKCIAPREM1,UURWMEA110,"OKCIAPREM1 -> UJEWTIN030 ->(0.5, N/A)-> UJPWTIN010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 -> UURWMEA110",2.885,0.64,0.0,1:2dFISYk1TNIZbkUpjYb4yqDOVQw=,1,False
364,UURWMEA100,UURWMEA110,UURWMEA100 -> UJEWMEA040 -> UURWMEA110,0.0,0.0,0.0,1:gVuAxfSo40fpq09kjfv/483A0fc=,1,False
365,UURWMEA110,D4_MCCLELLN_CA,"UURWMEA110 -> UJEWMEA040 ->(2.5, 0.64)-> UJPWMEC010 -> [UJP_MESH] -> UJPWBEA010 ->(0.34, N/A)-> UJEWBEA030 ->(0.5, N/A)-> UJEWBEA040 -> D4_MCCLELLN_CA",3.3449999999999998,0.64,0.0,1:2bsqjROxtqn7V9yRK7lcgUHIT/w=,2,False
366,UURWMEA110,DA_FTKNOX_KY,"UURWMEA110 -> UJEWMEA040 ->(2.5, 0.64)-> UJPWMEC010 -> [UJP_MESH] -> UJPWWPA010 ->(0.34, N/A)-> UJEWWPA030 ->(0.5, N/A)-> UJEWWPA040 ->(2.0, 1.36)-> UJEWKNO040 ->(0.5, N/A)-> UJEWKNO030 -> DA_FTKNOX_KY",5.835,2.0,0.0,1:eLVfhmAsU7H0y+5G1zbKoHTiTwA=,1,False
367,UURWMEA110,DC_DCMAMVNY_NY,"UURWMEA110 -> UJEWMEA040 ->(2.0, 0.82)-> UJEWPHI030 -> DC_DCMAMVNY_NY",2.0,0.82,0.0,1:dILmYRhOmh/n1Z52xlRNppYP06g=,2,False
368,UURWMEA110,DD_COLUMBUS_OH,"UURWMEA110 -> UJEWMEA040 ->(2.5, 0.64)-> UJPWMEC010 ->(4.97, 2.55)-> UJEWCOL030 ->(0.5, N/A)-> UJEWCOL040 -> DD_COLUMBUS_OH",7.975,3.19,0.0,1:nCD4JVrfwJbAoz8VC8yR+sdPqEI=,1,False
369,UURWMEA110,DD_CRYSLML1_VA,"UURWMEA110 -> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 ->(0.5, 0.18)-> UJPWPNT010 ->(0.52, N/A)-> UJEWPNT030 ->(1.0, 0.03)-> UJEWCCY030 -> DD_CRYSLML1_VA",2.52,0.21,0.0,1:3K3NYYPxQKqh/AqKJPQZlxxdkuM=,1,False
370,UURWMEA110,DD_CRYSTLCY_VA,"UURWMEA110 -> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 ->(0.5, 0.18)-> UJPWPNT010 ->(0.52, N/A)-> UJEWPNT030 ->(1.0, 0.03)-> UJEWCCY030 ->(0.5, N/A)-> UJEWCCY040 -> DD_CRYSTLCY_VA",3.02,0.21,0.0,1:4vCASBGw+XsjKW9RXrizz9djk5I=,2,False
371,UURWMEA110,DD_FTBELVOR_VA,"UURWMEA110 -> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 ->(0.5, 0.18)-> UJPWPNT010 -> [UJP_MESH] -> UJPWBEL010 ->(0.34, N/A)-> UJEWBEL030 -> DD_FTBELVOR_VA",1.345,0.18,0.0,1:2XaIRkEUFNCxEu42Dnch/3qIkxI=,3,True
372,UURWMEA110,DD_FTBELVOR_VA,"UURWMEA110 -> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 ->(0.5, 0.18)-> UJPWPNT010 -> [UJP_MESH] -> UJPWBEL010 ->(0.34, N/A)-> UJEWBEL030 ->(0.5, N/A)-> UJEWBEL040 -> DD_FTBELVOR_VA",1.845,0.18,0.5,1:7lXFrPaQhpCOK0TwYYQCu0O9W8Y=,3,True
373,UURWMEA110,DE_ARLINGTN_VA,"UURWMEA110 -> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 ->(0.5, 0.18)-> UJPWPNT010 -> [UJP_MESH] -> UJPWBEL010 ->(0.34, N/A)-> UJEWBEL030 ->(0.5, N/A)-> UJEWBEL040 -> DE_ARLINGTN_VA",1.845,0.18,0.0,1:HjANi1UXp5IHBwRjjl9zWyTedMA=,2,False
374,UURWMEA110,DF_BALTIMOR_MD,UURWMEA110 -> UJEWMEA040 -> DF_BALTIMOR_MD,0.0,0.0,0.0,1:+BpdyNiwjku89tsjgT9lOZakEP4=,2,False
375,UURWMEA110,DK_ADDISON_TX,"UURWMEA110 -> UJEWMEA040 ->(2.5, 0.64)-> UJPWMEC010 -> [UJP_MESH] -> UJPWTIN010 ->(5.14, 3.35)-> UJEWSNA040 -> DK_ADDISON_TX",7.645,3.99,0.0,1:b6rKRzppuh7YgywMGgrUKP05qiA=,1,False
376,UURWMEA110,DK_AKRON_OH,"UURWMEA110 -> UJEWMEA040 ->(2.5, 0.64)-> UJPWMEC010 ->(0.34, N/A)-> UJEWMEC030 ->(0.5, N/A)-> UJEWMEC040 -> DK_AKRON_OH",3.34,0.64,0.0,1:Nqzfge0vEu0TmM7NtnRU5pHuDnc=,2,False
377,UURWMEA110,DK_AMARILLO_TX,"UURWMEA110 -> UJEWMEA040 ->(2.5, 0.64)-> UJPWMEC010 -> [UJP_MESH] -> UJPWTIN010 ->(5.14, 3.35)-> UJEWSNA040 -> DK_AMARILLO_TX",7.645,3.99,0.0,1:zXUGcrBW19+gG5D+wrtmS2MMrvA=,1,False
378,UURWMEA110,DK_ANDOVER_MA,"UURWMEA110 -> UJEWMEA040 ->(5.0, 2.98)-> UJEWHAN030 -> DK_ANDOVER_MA",5.0,2.98,0.0,1:jc2WfUtP7EpbPmis/xQ572VIMDc=,2,False
379,UURWMEA110,DK_ANNAPOLS_MD,UURWMEA110 -> UJEWMEA040 -> DK_ANNAPOLS_MD,0.0,0.0,0.0,1:0JOjddCyc4POVNw4/40dVfm4XAI=,3,False
380,UURWMEA110,DK_ARLINGTN_TX,"UURWMEA110 -> UJEWMEA040 ->(2.5, 0.64)-> UJPWMEC010 -> [UJP_MESH] -> UJPWTIN010 ->(5.14, 3.35)-> UJEWSNA040 -> DK_ARLINGTN_TX",7.645,3.99,0.0,1:d7v4EraAUtXzY4KYPk/0bPg+RbQ=,2,False
381,UURWMEA110,DK_ARLNGTNG_VA,UURWMEA110 -> UJEWMEA040 -> DK_ARLNGTNG_VA,0.0,0.0,0.0,1:IrhGgkCksuP3R7ZWG0ZACfbbICA=,2,False
382,UURWMEA110,DK_ASHBURN_VA,"UURWMEA110 -> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 ->(0.5, 0.18)-> UJPWPNT010 ->(0.52, N/A)-> UJEWPNT030 ->(0.5, N/A)-> UJEWPNT040 -> DK_ASHBURN_VA",2.02,0.18,0.0,1:+UMIHJznoFvGWs29d97pgjcTrgQ=,139,False
383,UURWMEA110,DK_ASHEVILL_NC,"UURWMEA110 -> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 ->(0.5, 0.18)-> UJPWPNT010 -> [UJP_MESH] -> UJPWBRA010 ->(0.38, N/A)-> UJEWBRA030 ->(4.5, 1.72)-> UJEWGOR030 ->(0.5, N/A)-> UJEWGOR040 -> DK_ASHEVILL_NC",6.375,1.9,0.0,1:w6E/d+9vCNkktROgZDzMLGVFNAw=,1,False
384,UURWMEA110,DK_ATLANTA_GA,"UURWMEA110 -> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 ->(0.5, 0.18)-> UJPWPNT010 -> [UJP_MESH] -> UJPWBRA010 ->(0.38, N/A)-> UJEWBRA030 ->(4.5, 1.72)-> UJEWGOR030 ->(0.5, N/A)-> UJEWGOR040 -> DK_ATLANTA_GA",6.375,1.9,0.0,1:4foMzRtO36MYfr0bGj6af8dbw+4=,2,False
385,UURWMEA110,DK_AUSTIN_TX,"UURWMEA110 -> UJEWMEA040 ->(2.5, 0.64)-> UJPWMEC010 -> [UJP_MESH] -> UJPWTIN010 ->(5.14, 3.35)-> UJEWSNA040 -> DK_AUSTIN_TX",7.645,3.99,0.0,1:3lpyno3EsyyNRhXAKZYYlfMoH60=,2,False
386,UURWMEA110,DK_BAEGRNLW_NY,"UURWMEA110 -> UJEWMEA040 ->(2.0, 0.82)-> UJEWPHI030 -> DK_BAEGRNLW_NY",2.0,0.82,0.0,1:IcV4xJ0DWQDxdIoSrT3YNNC4GIA=,2,False
387,UURWMEA110,DK_BEALAFB_CA,"UURWMEA110 -> UJEWMEA040 ->(2.5, 0.64)-> UJPWMEC010 -> [UJP_MESH] -> UJPWBEA010 ->(0.34, N/A)-> UJEWBEA030 ->(0.5, N/A)-> UJEWBEA040 -> DK_BEALAFB_CA",3.3449999999999998,0.64,0.0,1:qeYDU3MgOcaHuEclJf/a5w1pN74=,2,False
388,UURWMEA110,DK_BLOOMFLD_CT,"UURWMEA110 -> UJEWMEA040 ->(2.0, 0.82)-> UJEWPHI030 -> DK_BLOOMFLD_CT",2.0,0.82,0.0,1:glf/OGzV/ZYAZXGsBW3UF2nCqks=,2,False
389,UURWMEA110,DK_CAMBRIDG_MA,"UURWMEA110 -> UJEWMEA040 ->(2.5, 0.64)-> UJPWMEC010 ->(0.34, N/A)-> UJEWMEC030 -> DK_CAMBRIDG_MA",2.84,0.64,0.0,1:7GInO/cCJQ8ZQIuo0wGez//EVaw=,2,False
390,UURWMEA110,DK_CAMDEN_AR,"UURWMEA110 -> UJEWMEA040 ->(2.5, 0.64)-> UJPWMEC010 -> [UJP_MESH] -> UJPWTIN010 ->(5.14, 3.35)-> UJEWSNA040 -> DK_CAMDEN_AR",7.645,3.99,0.0,1:EQSECLyjpnTCk7Nw5Yj6/0TyyjI=,2,False
391,UURWMEA110,DK_CAMDEN_NJ,"UURWMEA110 -> UJEWMEA040 ->(2.0, 0.82)-> UJEWPHI030 -> DK_CAMDEN_NJ",2.0,0.82,0.0,1:BIR2QvbhqVQYVwN4auQYhF6rxWM=,2,False
392,UURWMEA110,DK_CCKYSVLL_MD,UURWMEA110 -> UJEWMEA040 -> DK_CCKYSVLL_MD,0.0,0.0,0.0,1:c3+IHXtpV0scKBImKN1N2ACuDeo=,2,False
393,UURWMEA110,DK_CEDRRPDS_IA,"UURWMEA110 -> UJEWMEA040 ->(2.5, 0.64)-> UJPWMEC010 -> [UJP_MESH] -> UJPWWPA010 ->(0.34, N/A)-> UJEWWPA030 ->(0.5, N/A)-> UJEWWPA040 -> DK_CEDRRPDS_IA",3.335,0.64,0.0,1:BbhA71dgXwgoNDP+G+I8TCLnyFU=,2,False
394,UURWMEA110,DK_CHANTLLY_VA,UURWMEA110 -> UJEWMEA040 -> DK_CHANTLLY_VA,0.0,0.0,0.0,1:YVcFKQzdoeJ++Wz/xyZrhIBlD0Y=,2,False
395,UURWMEA110,DK_CHICOPEE_MA,"UURWMEA110 -> UJEWMEA040 ->(5.0, 2.98)-> UJEWHAN030 -> DK_CHICOPEE_MA",5.0,2.98,0.0,1:OvpHdGgJ+2ToSbNVmeGTflkxstE=,2,False
396,UURWMEA110,DK_CINCINNT_OH,"UURWMEA110 -> UJEWMEA040 ->(2.5, 0.64)-> UJPWMEC010 -> [UJP_MESH] -> UJPWWPA010 ->(0.34, N/A)-> UJEWWPA030 ->(0.5, N/A)-> UJEWWPA040 ->(2.0, 1.36)-> UJEWKNO040 ->(0.5, N/A)-> UJEWKNO030 -> DK_CINCINNT_OH",5.835,2.0,0.0,1:Bmqds0veGwKR+Jh5xL+0NeN6FkQ=,3,False
397,UURWMEA110,DK_CLAYKSRN_DE,"UURWMEA110 -> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 ->(0.5, 0.18)-> UJPWPNT010 -> [UJP_MESH] -> UJPEWBM010 ->(0.28, N/A)-> UJEEWBM030 -> DK_CLAYKSRN_DE",1.285,0.18,0.0,1:1Ww/Nx5Bs2ou09NYV3Pv7Kl3+PE=,3,False
398,UURWMEA110,DK_CLEARWTR_FL,"UURWMEA110 -> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 ->(0.5, 0.18)-> UJPWPNT010 -> [UJP_MESH] -> UJPWBRA010 ->(0.38, N/A)-> UJEWBRA030 ->(4.5, 1.72)-> UJEWGOR030 ->(0.5, N/A)-> UJEWGOR040 -> DK_CLEARWTR_FL",6.375,1.9,0.0,1:gX+X4JjRzGA9AYfDDtahWNOZsRw=,1,False
