,Source,Destination,Flow_Path,Total_Measured_Latency_ms,Total_Geo_Latency_ms,Delta_Latency_ms,Representative_Flow_ID,Occurrence_Count,Multiple_Paths
171,DK_KTLNDAFB_NM,UURWMEA110,"DK_KTLNDAFB_NM -> UJEWKIR030 ->(3.5, 2.18)-> UJEWCAR040 ->(0.5, N/A)-> UJEWCAR030 ->(1.5, 0.58)-> UJPWBCK010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 -> UURWMEA110",7.885,3.4000000000000004,0.0,1:rop4GmWjOAoEevXBgihaoEpcGJ0=,2,False
172,DK_KTLNDAFB_NM,UURWMEA120,"DK_KTLNDAFB_NM -> UJEWKIR030 ->(3.5, 2.18)-> UJEWCAR040 ->(0.5, N/A)-> UJEWCAR030 ->(1.5, 0.58)-> UJPWBCK010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",8.385,3.4000000000000004,0.0,1:+KbAa4Lt5yOLYDlIkICtvdRVD6s=,3,False
173,DK_LANDSDALE_PA,UURWMEA110,"DK_LANDSDALE_PA -> UJEWPHI030 ->(2.0, 0.82)-> UJEWMEA040 -> UURWMEA110",2.0,0.82,0.0,1:LWjXThMb00VWPxdYzyVNXvLjYD4=,2,False
174,DK_LANDSDALE_PA,UURWMEA120,"DK_LANDSDALE_PA -> UJEWPHI030 ->(2.0, 0.82)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",2.5,0.82,0.0,1:Fk99iiwq8n5Y5uXh7V1uvrrw7uQ=,3,False
175,DK_LARGO_FL,UURWMEA110,"DK_LARGO_FL -> UJEWJKV030 ->(6.5, 3.0)-> UJEWBRA030 ->(0.5, N/A)-> UJPWBRA010 -> [UJP_MESH] -> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 ->(0.5, N/A)-> UJEWMEA040 -> UURWMEA110",8.23,3.18,0.0,1:DJ9K2Ec+jL0eBuC8dqsKKyu02pk=,2,False
176,DK_LARGO_FL,UURWMEA120,"DK_LARGO_FL -> UJEWJKV030 ->(6.5, 3.0)-> UJEWBRA030 ->(0.5, N/A)-> UJPWBRA010 -> [UJP_MESH] -> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 -> UURWMEA120",7.73,3.18,0.0,1:DA+kl1mu1eM01hAPiM632LA9MAU=,3,False
177,DK_LEXINGTN_KY,UURWMEA110,"DK_LEXINGTN_KY -> UJEWPNT030 ->(0.5, N/A)-> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 ->(0.5, N/A)-> UJEWMEA040 -> UURWMEA110",1.73,0.18,0.0,1:4jAMUsdxSN2AlERMNkxPT8T0QWM=,2,False
178,DK_LEXINGTN_KY,UURWMEA120,"DK_LEXINGTN_KY -> UJEWPNT030 ->(0.5, N/A)-> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 -> UURWMEA120",1.23,0.18,0.0,1:CTmCnWIlysc6S3npWYHJDiPwxXI=,3,False
179,DK_LIMA_OH,UURWMEA110,"DK_LIMA_OH -> UJEWKNO030 ->(0.5, N/A)-> UJEWKNO040 ->(2.0, 1.36)-> UJEWWPA040 ->(0.5, N/A)-> UJEWWPA030 ->(0.5, N/A)-> UJPWWPA010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 -> UURWMEA110",5.885,2.0,0.0,1:WMuB0yInWY5xs9dZpMJdmRtkUJs=,1,False
180,DK_LIMA_OH,UURWMEA120,"DK_LIMA_OH -> UJEWKNO030 ->(0.5, N/A)-> UJEWKNO040 ->(2.0, 1.36)-> UJEWWPA040 ->(0.5, N/A)-> UJEWWPA030 ->(0.5, N/A)-> UJPWWPA010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",6.385,2.0,0.0,1:/eVhyn/1SRhjrWP/823LA7WrbTI=,3,False
181,DK_LIVERPOL_NY,UURWMEA110,"DK_LIVERPOL_NY -> UJEWPHI030 ->(2.0, 0.82)-> UJEWMEA040 -> UURWMEA110",2.0,0.82,0.0,1:ESr68UzXxfpV1BO8a1uPUYVsVnM=,2,False
182,DK_LIVERPOL_NY,UURWMEA120,"DK_LIVERPOL_NY -> UJEWPHI030 ->(2.0, 0.82)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",2.5,0.82,0.0,1:39OLxYl8fzLuNnHX0grTpGBWG2Q=,3,False
183,DK_LNTHCMHT_MD,UURWMEA110,DK_LNTHCMHT_MD -> UJEWMEA040 -> UURWMEA110,0.0,0.0,0.0,1:T6wObPjFHoRpkOH7413OPw7MKl0=,2,False
184,DK_LNTHCMHT_MD,UURWMEA120,"DK_LNTHCMHT_MD -> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",0.5,0.0,0.0,1:40FxREFIgk7LAnz7npqW7E2axmU=,3,False
185,DK_LOUISVLL_KY,UURWMEA110,"DK_LOUISVLL_KY -> UJEWKNO030 ->(0.5, N/A)-> UJEWKNO040 ->(2.0, 1.36)-> UJEWWPA040 ->(0.5, N/A)-> UJEWWPA030 ->(0.5, N/A)-> UJPWWPA010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 -> UURWMEA110",5.885,2.0,0.0,1:u8ePs6E86u3pIsy072GF3gm48s0=,1,False
186,DK_LOUISVLL_KY,UURWMEA120,"DK_LOUISVLL_KY -> UJEWKNO030 ->(0.5, N/A)-> UJEWKNO040 ->(2.0, 1.36)-> UJEWWPA040 ->(0.5, N/A)-> UJEWWPA030 ->(0.5, N/A)-> UJPWWPA010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",6.385,2.0,0.0,1:+X7UsFLU6OvE9RtHfrLsngRPTP8=,3,False
187,DK_LTKNYDPT_PA,UURWMEA110,"DK_LTKNYDPT_PA -> UJEWLED030 ->(4.5, 0.64)-> UJEWMEA040 -> UURWMEA110",4.5,0.64,0.0,1:14IbBNYGthaFjmHFCE8TRrRTvbM=,3,True
188,DK_LTKNYDPT_PA,UURWMEA110,"DK_LTKNYDPT_PA -> UJEWLED040 ->(0.5, N/A)-> UJEWLED030 ->(4.5, 0.64)-> UJEWMEA040 -> UURWMEA110",5.0,0.64,0.5,1:6n3ymQIiuCa+EdJ1G4ZCSZZQtgI=,2,True
189,DK_LTKNYDPT_PA,UURWMEA120,"DK_LTKNYDPT_PA -> UJEWLED030 ->(4.5, 0.64)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",5.0,0.64,0.0,1:7y5tM86aImfBuYO743LzHVU0ebA=,5,True
190,DK_LTKNYDPT_PA,UURWMEA120,"DK_LTKNYDPT_PA -> UJEWLED040 ->(0.5, N/A)-> UJEWLED030 ->(4.5, 0.64)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",5.5,0.64,0.5,1:5/CCsKmGiWa/JD3gKgczTqEymFI=,5,True
191,DK_LUFKIN_TX,UURWMEA110,"DK_LUFKIN_TX -> UJEWSNA040 ->(4.5, 3.35)-> UJPWTIN010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 -> UURWMEA110",6.885,3.99,0.0,1:oxekIsYcZ8BRPtci82rlxX8D2oQ=,2,False
192,DK_LUFKIN_TX,UURWMEA120,"DK_LUFKIN_TX -> UJEWSNA040 ->(4.5, 3.35)-> UJPWTIN010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",7.385,3.99,0.0,1:1hgjM0gd41IcN9dfq+b0+Z9+Bng=,3,False
193,DK_LUKEAFB_AZ,UURWMEA110,"DK_LUKEAFB_AZ -> UJEWLUK030 ->(3.5, 2.29)-> UJEWNIS030 ->(0.5, N/A)-> UJEWNIS040 ->(14.0, 6.8)-> UJPWBCK010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 -> UURWMEA110",20.384999999999998,9.73,0.0,1:TiWqd10x+45qbrIR5Y0oJIivcRo=,2,False
194,DK_LUKEAFB_AZ,UURWMEA120,"DK_LUKEAFB_AZ -> UJEWLUK030 ->(3.5, 2.29)-> UJEWNIS030 ->(0.5, N/A)-> UJEWNIS040 ->(14.0, 6.8)-> UJPWBCK010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",20.884999999999998,9.73,0.0,1:09s7KKnkZopSvByYab7TDoebFeg=,3,False
195,DK_LYNN_MA,UURWMEA110,"DK_LYNN_MA -> UJEWMEC030 ->(0.5, N/A)-> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 -> UURWMEA110",2.885,0.64,0.0,1:Am4uO5m+NX8Mkkt4dtxY2Y0L3yk=,2,False
196,DK_LYNN_MA,UURWMEA120,"DK_LYNN_MA -> UJEWMEC030 ->(0.5, N/A)-> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",3.385,0.64,0.0,1:Zu+oe5FXFZ6nuGGMJeRWTKRNX9c=,3,False
197,DK_MALABAR_FL,UURWMEA110,"DK_MALABAR_FL -> UJEWJKV030 ->(6.5, 3.0)-> UJEWBRA030 ->(0.5, N/A)-> UJPWBRA010 -> [UJP_MESH] -> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 ->(0.5, N/A)-> UJEWMEA040 -> UURWMEA110",8.23,3.18,0.0,1:3pRs29HNRV+w3ioC8va2oGR4Vg0=,2,False
198,DK_MALABAR_FL,UURWMEA120,"DK_MALABAR_FL -> UJEWJKV030 ->(6.5, 3.0)-> UJEWBRA030 ->(0.5, N/A)-> UJPWBRA010 -> [UJP_MESH] -> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 -> UURWMEA120",7.73,3.18,0.0,1:+sO8YMY1TjLXiYmK1kQcJA3EXWQ=,3,False
199,DK_MANASSAS_VA,UURWMEA110,DK_MANASSAS_VA -> UJEWMEA040 -> UURWMEA110,0.0,0.0,0.0,1:ardV78MGB9KsfJVFHBsb3zOHZr4=,2,False
200,DK_MANASSAS_VA,UURWMEA120,"DK_MANASSAS_VA -> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",0.5,0.0,0.0,1:EtA26C6BVNnWgWap7qvkRqFhp08=,3,False
201,DK_MANCHSTR_NH,UURWMEA110,"DK_MANCHSTR_NH -> UJEWHAN030 ->(5.0, 2.98)-> UJEWMEA040 -> UURWMEA110",5.0,2.98,0.0,1:hWQwnEO8y463z5hdbvDUpFFswas=,2,False
202,DK_MANCHSTR_NH,UURWMEA120,"DK_MANCHSTR_NH -> UJEWHAN030 ->(5.0, 2.98)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",5.5,2.98,0.0,1:38u9THHTjNHVbvQn4/A9QPaps4I=,3,False
203,DK_MARIETTA_GA,UURWMEA110,"DK_MARIETTA_GA -> UJEWGOR040 ->(0.5, N/A)-> UJEWGOR030 ->(4.0, 1.72)-> UJEWBRA030 ->(0.5, N/A)-> UJPWBRA010 -> [UJP_MESH] -> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 ->(0.5, N/A)-> UJEWMEA040 -> UURWMEA110",6.23,1.9,0.0,1:a2Em8K0WnyGY+5bOZCJNOPB3Zzg=,2,False
204,DK_MARIETTA_GA,UURWMEA120,"DK_MARIETTA_GA -> UJEWGOR040 ->(0.5, N/A)-> UJEWGOR030 ->(4.0, 1.72)-> UJEWBRA030 ->(0.5, N/A)-> UJPWBRA010 -> [UJP_MESH] -> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 -> UURWMEA120",5.73,1.9,0.0,1:Iwn4U78WskZmA87oL67l5yIM+CE=,3,False
205,DK_MARLBORO_MA,UURWMEA110,"DK_MARLBORO_MA -> UJEWMEC030 ->(0.5, N/A)-> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 -> UURWMEA110",2.885,0.64,0.0,1:7mqbdWo3zZqg9alKojZE47NMLnU=,2,False
206,DK_MARLBORO_MA,UURWMEA120,"DK_MARLBORO_MA -> UJEWMEC030 ->(0.5, N/A)-> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",3.385,0.64,0.0,1:G4tB/LjuQB4E3esPcVS0sWLNit4=,3,False
207,DK_MCDLLAFB_FL,UURWMEA110,"DK_MCDLLAFB_FL -> UJEWMAC030 ->(0.5, N/A)-> UJEWMAC040 ->(N/A, 1.39)-> UJEWJKV040 ->(0.5, N/A)-> UJEWJKV030 ->(6.5, 3.0)-> UJEWBRA030 ->(0.5, N/A)-> UJPWBRA010 -> [UJP_MESH] -> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 ->(0.5, N/A)-> UJEWMEA040 -> UURWMEA110",9.23,4.569999999999999,0.5,1:KWlPl+gKv+mUsYN3ckTDpSfcLhw=,2,True
208,DK_MCDLLAFB_FL,UURWMEA110,"DK_MCDLLAFB_FL -> UJEWMAC040 ->(N/A, 1.39)-> UJEWJKV040 ->(0.5, N/A)-> UJEWJKV030 ->(6.5, 3.0)-> UJEWBRA030 ->(0.5, N/A)-> UJPWBRA010 -> [UJP_MESH] -> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 ->(0.5, N/A)-> UJEWMEA040 -> UURWMEA110",8.73,4.569999999999999,0.0,1:EtFzFjtT22iQVGHEEIZbjsL92ZE=,3,True
209,DK_MCDLLAFB_FL,UURWMEA120,"DK_MCDLLAFB_FL -> UJEWMAC030 ->(0.5, N/A)-> UJEWMAC040 ->(N/A, 1.39)-> UJEWJKV040 ->(0.5, N/A)-> UJEWJKV030 ->(6.5, 3.0)-> UJEWBRA030 ->(0.5, N/A)-> UJPWBRA010 -> [UJP_MESH] -> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 -> UURWMEA120",8.73,4.569999999999999,0.5,1:9+0ttQYAxobYiLOZ4AxyPCqlFhA=,5,True
210,DK_MCDLLAFB_FL,UURWMEA120,"DK_MCDLLAFB_FL -> UJEWMAC040 ->(N/A, 1.39)-> UJEWJKV040 ->(0.5, N/A)-> UJEWJKV030 ->(6.5, 3.0)-> UJEWBRA030 ->(0.5, N/A)-> UJPWBRA010 -> [UJP_MESH] -> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 -> UURWMEA120",8.23,4.569999999999999,0.0,1:0o619VA73XfC2lTGBRMGb9JJ2Gk=,3,True
211,DK_MCKINNEY_TX,UURWMEA110,"DK_MCKINNEY_TX -> UJEWSNA040 ->(4.5, 3.35)-> UJPWTIN010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 -> UURWMEA110",6.885,3.99,0.0,1:ONnxE8NDwi+TBv9yMb38qqtEJSI=,2,False
212,DK_MCKINNEY_TX,UURWMEA120,"DK_MCKINNEY_TX -> UJEWSNA040 ->(4.5, 3.35)-> UJPWTIN010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",7.385,3.99,0.0,1:AEqAOfNq9DPzX9iNAVzwTDt6wzM=,2,False
213,DK_MCLEAN_VA,UURWMEA110,"DK_MCLEAN_VA -> UJEWPNT030 ->(0.5, N/A)-> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 ->(0.5, N/A)-> UJEWMEA040 -> UURWMEA110",1.73,0.18,0.0,1:Hvtl2wx9VUeDBd7zaEx7Ziim0SY=,2,False
214,DK_MCLEAN_VA,UURWMEA120,"DK_MCLEAN_VA -> UJEWPNT030 ->(0.5, N/A)-> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 -> UURWMEA120",1.23,0.18,0.0,1:6CpwxDZ4+AFFngvbAoBgNrTD6o8=,3,False
215,DK_MELBOURN_FL,UURWMEA110,"DK_MELBOURN_FL -> UJEWJKV030 ->(6.5, 3.0)-> UJEWBRA030 ->(0.5, N/A)-> UJPWBRA010 -> [UJP_MESH] -> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 ->(0.5, N/A)-> UJEWMEA040 -> UURWMEA110",8.23,3.18,0.0,1:2EkRrRcKNYlIUq3ba/JcXhDl0oA=,5,False
216,DK_MELBOURN_FL,UURWMEA120,"DK_MELBOURN_FL -> UJEWJKV030 ->(6.5, 3.0)-> UJEWBRA030 ->(0.5, N/A)-> UJPWBRA010 -> [UJP_MESH] -> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 -> UURWMEA120",7.73,3.18,0.0,1:+mKfONow3QhHv7czVa/1HTPqJdU=,8,False
217,DK_MIESAUAD_DE,UURWMEA110,"DK_MIESAUAD_DE -> UJEELTM030 ->(1.0, 0.67)-> UJPEPTM010 -> [UJP_MESH] -> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 ->(0.5, N/A)-> UJEWMEA040 -> UURWMEA110",2.23,0.8500000000000001,0.0,1:5f4CsamyxmAaba1huvqnKsXh8x0=,2,False
218,DK_MIESAUAD_DE,UURWMEA120,"DK_MIESAUAD_DE -> UJEELTM030 ->(1.0, 0.67)-> UJPEPTM010 -> [UJP_MESH] -> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 -> UURWMEA120",1.73,0.8500000000000001,0.0,1:/h4f9uV9C4Rt6JAA/G8U6BMUDBM=,3,False
219,DK_MONROVLL_PA,UURWMEA110,"DK_MONROVLL_PA -> UJEWMEC030 ->(0.5, N/A)-> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 -> UURWMEA110",2.885,0.64,0.0,1:vAOgZQi1liBz6KLJHI8ca2lbutQ=,1,False
220,DK_MONROVLL_PA,UURWMEA120,"DK_MONROVLL_PA -> UJEWMEC030 ->(0.5, N/A)-> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",3.385,0.64,0.0,1:2tZJAy5r2DfG8i1MA/H5i9/OwtY=,3,False
221,DK_MOORSTWN_NJ,UURWMEA110,"DK_MOORSTWN_NJ -> UJEWHAN030 ->(5.0, 2.98)-> UJEWMEA040 -> UURWMEA110",5.0,2.98,0.0,1:SCsQNKwe0TOkQdTH4ACReZCuJMA=,2,False
222,DK_MOORSTWN_NJ,UURWMEA120,"DK_MOORSTWN_NJ -> UJEWHAN030 ->(5.0, 2.98)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",5.5,2.98,0.0,1:6AGBsqAHFro6090tMnL3d6orIhM=,3,False
223,DK_NASHUA_NH,UURWMEA110,"DK_NASHUA_NH -> UJEWHAN030 ->(5.0, 2.98)-> UJEWMEA040 -> UURWMEA110",5.0,2.98,0.0,1:1GpHG27le+gQA2WiuCIcU/Iu0cE=,2,False
224,DK_NASHUA_NH,UURWMEA120,"DK_NASHUA_NH -> UJEWHAN030 ->(5.0, 2.98)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",5.5,2.98,0.0,1:+EOHtwvdMQvlKyrhLAagXLaV5nE=,3,False
225,DK_NRTHAPTN_MA,UURWMEA110,"DK_NRTHAPTN_MA -> UJEWMEC030 ->(0.5, N/A)-> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 -> UURWMEA110",2.885,0.64,0.0,1:7AiQXbmFDnTLcfkccB36fS33St8=,2,False
226,DK_NRTHAPTN_MA,UURWMEA120,"DK_NRTHAPTN_MA -> UJEWMEC030 ->(0.5, N/A)-> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",3.385,0.64,0.0,1:PGcbFK0Ok6jbflnVIgJfUcffck4=,3,False
227,DK_NSAMCNCS_PA,UURWMEA110,"DK_NSAMCNCS_PA -> UJEWMEC030 ->(0.5, N/A)-> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 -> UURWMEA110",2.885,0.64,0.0,1:4J5PXwceLLgtnNP9+fGicKpW9mQ=,6,True
228,DK_NSAMCNCS_PA,UURWMEA110,"DK_NSAMCNCS_PA -> UJEWMEC040 ->(0.5, N/A)-> UJEWMEC030 ->(0.5, N/A)-> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 -> UURWMEA110",3.385,0.64,0.5,1:1+n3rxLQrSRa5DZwss7B66LUbeM=,3,True
229,DK_NSAMCNCS_PA,UURWMEA120,"DK_NSAMCNCS_PA -> UJEWMEC030 ->(0.5, N/A)-> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",3.385,0.64,0.0,1:CY6ZfuzqncOKDAruRYgWtdN7FB8=,10,True
230,DK_NSAMCNCS_PA,UURWMEA120,"DK_NSAMCNCS_PA -> UJEWMEC040 ->(0.5, N/A)-> UJEWMEC030 ->(0.5, N/A)-> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",3.885,0.64,0.5,1:/qLbWh2yY2ETyMIvTC13MDo/uv0=,5,True
231,DK_OCALA_FL,UURWMEA110,"DK_OCALA_FL -> UJEWJKV030 ->(6.5, 3.0)-> UJEWBRA030 ->(0.5, N/A)-> UJPWBRA010 -> [UJP_MESH] -> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 ->(0.5, N/A)-> UJEWMEA040 -> UURWMEA110",8.23,3.18,0.0,1:1MlIv6Q3TR5A6EzZxlMmdZDQfXQ=,2,False
232,DK_OCALA_FL,UURWMEA120,"DK_OCALA_FL -> UJEWJKV030 ->(6.5, 3.0)-> UJEWBRA030 ->(0.5, N/A)-> UJPWBRA010 -> [UJP_MESH] -> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 -> UURWMEA120",7.73,3.18,0.0,1:FKSLPuRtuIcuGvGGr6oqqG9LqIs=,3,False
233,DK_OKLAHMCY_OK,UURWMEA110,"DK_OKLAHMCY_OK -> UJEWSNA040 ->(4.5, 3.35)-> UJPWTIN010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 -> UURWMEA110",6.885,3.99,0.0,1:M6YDbzsu1Q6fr+wy9Av/Y2X/DaE=,4,False
234,DK_OKLAHMCY_OK,UURWMEA120,"DK_OKLAHMCY_OK -> UJEWSNA040 ->(4.5, 3.35)-> UJPWTIN010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",7.385,3.99,0.0,1:C1fFPYw3I2pYwq6E+EtCum+7ON0=,6,False
235,DK_OLDSMAR_FL,UURWMEA110,"DK_OLDSMAR_FL -> UJEWJKV030 ->(6.5, 3.0)-> UJEWBRA030 ->(0.5, N/A)-> UJPWBRA010 -> [UJP_MESH] -> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 ->(0.5, N/A)-> UJEWMEA040 -> UURWMEA110",8.23,3.18,0.0,1:6XFOqNTnLXRile5PqM4SrfS2Knw=,2,False
236,DK_OLDSMAR_FL,UURWMEA120,"DK_OLDSMAR_FL -> UJEWJKV030 ->(6.5, 3.0)-> UJEWBRA030 ->(0.5, N/A)-> UJPWBRA010 -> [UJP_MESH] -> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 -> UURWMEA120",7.73,3.18,0.0,1:Ld9Jp4sJQWgSZe64H59aTQK+s8I=,3,False
237,DK_ORLANDO_FL,UURWMEA110,"DK_ORLANDO_FL -> UJEWGOR040 ->(0.5, N/A)-> UJEWGOR030 ->(4.0, 1.72)-> UJEWBRA030 ->(0.5, N/A)-> UJPWBRA010 -> [UJP_MESH] -> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 ->(0.5, N/A)-> UJEWMEA040 -> UURWMEA110",6.23,1.9,0.0,1:IkGWj9HZQlijXOK0SzwN916o0Ig=,2,True
238,DK_ORLANDO_FL,UURWMEA110,"DK_ORLANDO_FL -> UJEWJKV030 ->(6.5, 3.0)-> UJEWBRA030 ->(0.5, N/A)-> UJPWBRA010 -> [UJP_MESH] -> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 ->(0.5, N/A)-> UJEWMEA040 -> UURWMEA110",8.23,3.18,2.0,1:6SCW4LaVO2nFkTM7BOLZ6SxXGNc=,6,True
239,DK_ORLANDO_FL,UURWMEA120,"DK_ORLANDO_FL -> UJEWGOR040 ->(0.5, N/A)-> UJEWGOR030 ->(4.0, 1.72)-> UJEWBRA030 ->(0.5, N/A)-> UJPWBRA010 -> [UJP_MESH] -> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 -> UURWMEA120",5.73,1.9,0.0,1:EFv5Lh+4uwTz7/H9E4wP/W5zC/U=,1,True
240,DK_ORLANDO_FL,UURWMEA120,"DK_ORLANDO_FL -> UJEWJKV030 ->(6.5, 3.0)-> UJEWBRA030 ->(0.5, N/A)-> UJPWBRA010 -> [UJP_MESH] -> UJPWPNT010 ->(0.73, 0.18)-> UJEWMEA030 -> UURWMEA120",7.73,3.18,2.0,1:2VLp0dO0U3Dk6ZeyJItzFrDReYA=,9,True
241,DK_OSHKOSH_WI,UURWMEA110,"DK_OSHKOSH_WI -> UJEWWPA040 ->(0.5, N/A)-> UJEWWPA030 ->(0.5, N/A)-> UJPWWPA010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 -> UURWMEA110",3.385,0.64,0.0,1:T/UEbucCbskE0NIlPUZaRUkHkSc=,2,False
242,DK_OSHKOSH_WI,UURWMEA120,"DK_OSHKOSH_WI -> UJEWWPA040 ->(0.5, N/A)-> UJEWWPA030 ->(0.5, N/A)-> UJPWWPA010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",3.885,0.64,0.0,1:dY9c3XYlxiznBN72mRPGhapopvM=,3,False
243,DK_OTTAWA_CA,UURWMEA110,"DK_OTTAWA_CA -> UJEWDRU040 ->(1.0, N/A)-> UJEWDRU030 ->(N/A, 2.79)-> UJEWMEA030 ->(0.5, N/A)-> UJEWMEA040 -> UURWMEA110",1.5,2.79,0.0,1:QlOq+aX2kpv1DHVFB7IAuIQm9uI=,1,False
244,DK_PASADENA_TX,UURWMEA110,"DK_PASADENA_TX -> UJEWSNA040 ->(4.5, 3.35)-> UJPWTIN010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 -> UURWMEA110",6.885,3.99,0.0,1:AKkTSpKD6j/opP/Md6Jzj2srMqY=,2,False
245,DK_PASADENA_TX,UURWMEA120,"DK_PASADENA_TX -> UJEWSNA040 ->(4.5, 3.35)-> UJPWTIN010 -> [UJP_MESH] -> UJPWMEC010 ->(2.38, 0.64)-> UJEWMEA040 ->(0.5, N/A)-> UJEWMEA030 -> UURWMEA120",7.385,3.99,0.0,1:CYqFn9TNuXRYhz7+n8BoGVdDB44=,2,False
